txn_id,timestamp,from_account,to_account,amount,channel,from_bank,to_bank
TXN007788,2026-09-11 05:27:21,ACC00212,ACC01923,1040.77,NEFT,BANK_B,BANK_A
TXN007789,2026-08-26 15:50:54,ACC01213,ACC00532,4357.4,UPI,BANK_B,BANK_B
TXN007790,2026-08-29 17:18:20,ACC01669,ACC02097,6898.67,IMPS,BANK_B,BANK_A
TXN007791,2026-09-12 09:05:40,ACC00671,ACC01019,4409.87,CASH,BANK_A,BANK_B
TXN007792,2026-09-03 16:56:05,ACC00964,ACC01887,136168.62,IMPS,BANK_A,BANK_A
TXN007793,2026-08-25 09:31:20,ACC00190,ACC00752,4112.26,CASH,BANK_A,BANK_B
TXN007794,2026-08-23 08:29:31,ACC01067,ACC02113,12948.37,IMPS,BANK_A,BANK_A
TXN007795,2026-09-16 06:07:06,ACC02325,ACC00450,10688.85,UPI,BANK_A,BANK_B
TXN007796,2026-09-13 14:49:56,ACC01981,ACC01263,12729.06,UPI,BANK_A,BANK_B
TXN007797,2026-08-18 03:13:09,ACC00782,ACC01235,10152.3,UPI,BANK_B,BANK_A
TXN007798,2026-08-26 10:48:31,ACC01331,ACC01356,43261.93,IMPS,BANK_B,BANK_A
TXN007799,2026-08-31 14:55:17,ACC01841,ACC00135,21544.01,UPI,BANK_A,BANK_B
TXN007800,2026-09-02 21:39:24,ACC02199,ACC01803,36574.85,UPI,BANK_A,BANK_B
TXN007801,2026-09-09 08:56:21,ACC01482,ACC02132,9319.25,IMPS,BANK_B,BANK_B
TXN007802,2026-09-03 12:10:36,ACC01873,ACC00062,38878.15,IMPS,BANK_A,BANK_A
TXN007803,2026-08-31 09:12:06,ACC00932,ACC01294,24466.68,NEFT,BANK_A,BANK_A
TXN007804,2026-08-31 12:02:13,ACC02094,ACC01278,7575.11,CASH,BANK_A,BANK_B
TXN007805,2026-09-13 20:32:42,ACC00609,ACC01029,9870.17,IMPS,BANK_A,BANK_A
TXN007806,2026-09-08 15:22:02,ACC01381,ACC00470,37861.53,IMPS,BANK_A,BANK_B
TXN007807,2026-08-28 15:37:12,ACC01529,ACC00452,4341.17,NEFT,BANK_A,BANK_A
TXN007808,2026-09-08 14:41:06,ACC00955,ACC01932,8979.48,IMPS,BANK_B,BANK_A
TXN007809,2026-09-16 03:27:26,ACC02323,ACC01149,2379.68,UPI,BANK_A,BANK_A
TXN007810,2026-08-24 23:38:17,ACC01905,ACC02239,31536.57,UPI,BANK_A,BANK_B
TXN007811,2026-09-03 14:11:00,ACC02136,ACC01356,133280.85,NEFT,BANK_A,BANK_A
TXN007812,2026-08-25 10:47:02,ACC01375,ACC00941,4184.56,IMPS,BANK_A,BANK_B
TXN007813,2026-08-25 16:19:25,ACC01056,ACC01479,9422.57,IMPS,BANK_B,BANK_A
TXN007814,2026-08-29 17:02:26,ACC01188,ACC00495,3195.06,IMPS,BANK_A,BANK_B
TXN007815,2026-08-30 10:02:55,ACC00384,ACC00740,31192.21,UPI,BANK_B,BANK_B
TXN007816,2026-09-08 10:22:42,ACC01395,ACC01522,1586.29,UPI,BANK_B,BANK_B
TXN007817,2026-08-25 09:27:40,ACC02367,ACC00812,12120.72,UPI,BANK_B,BANK_B
TXN007818,2026-09-08 15:41:30,ACC01835,ACC02082,4372.62,UPI,BANK_A,BANK_B
TXN007819,2026-09-15 04:41:10,ACC01765,ACC01313,11295.32,UPI,BANK_B,BANK_A
TXN007820,2026-09-14 12:12:14,ACC00174,ACC01894,12516.84,UPI,BANK_B,BANK_A
TXN007821,2026-08-25 02:20:27,ACC02219,ACC00426,43653.11,IMPS,BANK_B,BANK_A
TXN007822,2026-09-11 13:26:41,ACC02313,ACC02372,8591.01,IMPS,BANK_B,BANK_B
TXN007823,2026-08-19 12:18:31,ACC02216,ACC00868,3544.61,UPI,BANK_B,BANK_A
TXN007824,2026-09-01 12:03:33,ACC00703,ACC02059,2393.12,IMPS,BANK_A,BANK_A
TXN007825,2026-09-07 18:13:03,ACC00309,ACC02003,578.66,NEFT,BANK_A,BANK_B
TXN007826,2026-08-18 15:33:27,ACC00719,ACC00118,59644.82,IMPS,BANK_B,BANK_B
TXN007827,2026-09-06 12:47:25,ACC01726,ACC01789,47133.06,IMPS,BANK_A,BANK_A
TXN007828,2026-09-12 14:25:22,ACC00977,ACC02107,3643.4,UPI,BANK_A,BANK_A
TXN007829,2026-09-16 16:18:44,ACC01183,ACC00624,2785.23,CASH,BANK_A,BANK_A
TXN007830,2026-08-20 12:47:35,ACC00672,ACC01150,1944.94,NEFT,BANK_B,BANK_A
TXN007831,2026-09-05 16:46:54,ACC01599,ACC01313,8378.49,IMPS,BANK_B,BANK_A
TXN007832,2026-08-19 06:33:24,ACC01231,ACC00992,3467.16,UPI,BANK_A,BANK_A
TXN007833,2026-08-22 03:31:23,ACC00212,ACC01041,14592.39,CASH,BANK_B,BANK_B
TXN007834,2026-09-01 18:17:01,ACC02305,ACC02203,35595.82,UPI,BANK_A,BANK_B
TXN007835,2026-09-13 22:10:50,ACC01504,ACC01423,1327.36,IMPS,BANK_B,BANK_B
TXN007836,2026-09-14 07:58:52,ACC00139,ACC00680,4710.33,IMPS,BANK_B,BANK_B
TXN007837,2026-09-06 13:14:40,ACC01732,ACC01942,8839.42,UPI,BANK_B,BANK_B
TXN007838,2026-09-15 15:52:22,ACC01502,ACC01627,9011.1,CASH,BANK_A,BANK_A
TXN007839,2026-09-07 10:49:17,ACC00025,ACC02097,11047.09,UPI,BANK_A,BANK_A
TXN007840,2026-08-21 13:19:16,ACC01683,ACC02373,16041.75,UPI,BANK_B,BANK_A
TXN007841,2026-09-10 13:49:06,ACC01225,ACC01660,9682.71,UPI,BANK_B,BANK_A
TXN007842,2026-08-30 10:47:18,ACC00604,ACC01691,6578.24,IMPS,BANK_A,BANK_A
TXN007843,2026-08-27 00:29:22,ACC01194,ACC00595,14801.14,IMPS,BANK_B,BANK_A
TXN007844,2026-08-26 23:30:55,ACC01629,ACC02304,387.61,UPI,BANK_A,BANK_A
TXN007845,2026-09-03 14:42:19,ACC01527,ACC01985,11515.3,UPI,BANK_B,BANK_B
TXN007846,2026-09-05 13:35:12,ACC01783,ACC02274,2636.69,NEFT,BANK_A,BANK_A
TXN007847,2026-08-18 18:41:41,ACC01498,ACC01744,6171.79,UPI,BANK_B,BANK_B
TXN007848,2026-09-04 17:27:57,ACC00748,ACC00761,25401.7,NEFT,BANK_A,BANK_B
TXN007849,2026-09-08 06:47:51,ACC02029,ACC01651,11170.68,IMPS,BANK_A,BANK_B
TXN007850,2026-09-05 13:14:39,ACC01194,ACC00467,5082.39,UPI,BANK_B,BANK_B
TXN007851,2026-08-26 19:06:13,ACC01780,ACC01124,42440.66,IMPS,BANK_A,BANK_B
TXN007852,2026-09-09 12:28:37,ACC00740,ACC00884,12315.34,UPI,BANK_B,BANK_A
TXN007853,2026-08-23 13:54:44,ACC01140,ACC02225,2759.71,UPI,BANK_B,BANK_A
TXN007854,2026-08-29 10:04:55,ACC00276,ACC00844,37964.64,IMPS,BANK_A,BANK_A
TXN007855,2026-09-15 13:30:26,ACC02429,ACC02026,2611.11,UPI,BANK_B,BANK_A
TXN007856,2026-09-07 11:34:26,ACC02295,ACC01360,35263.4,UPI,BANK_B,BANK_B
TXN007857,2026-08-25 05:25:18,ACC02027,ACC01198,25759.22,IMPS,BANK_A,BANK_B
TXN007858,2026-09-08 14:49:53,ACC00943,ACC00375,77528.42,NEFT,BANK_A,BANK_B
TXN007859,2026-09-12 03:50:59,ACC00077,ACC00709,33620.79,IMPS,BANK_A,BANK_B
TXN007860,2026-09-16 04:50:21,ACC00750,ACC02082,1159.23,NEFT,BANK_B,BANK_B
TXN007861,2026-08-18 23:24:56,ACC01465,ACC00016,63667.8,IMPS,BANK_B,BANK_A
TXN007862,2026-09-04 11:07:35,ACC01801,ACC01233,4927.06,UPI,BANK_A,BANK_A
TXN007863,2026-08-26 11:58:25,ACC01139,ACC01066,4028.29,UPI,BANK_B,BANK_A
TXN007864,2026-08-29 11:11:07,ACC00267,ACC00666,33029.81,IMPS,BANK_B,BANK_B
TXN007865,2026-09-16 18:41:50,ACC00432,ACC00361,13823.21,IMPS,BANK_A,BANK_A
TXN007866,2026-08-24 14:22:31,ACC00859,ACC01500,1937.25,UPI,BANK_A,BANK_A
TXN007867,2026-08-24 12:14:25,ACC02394,ACC00384,17298.09,IMPS,BANK_B,BANK_B
TXN007868,2026-08-24 18:25:22,ACC01414,ACC00532,862.79,UPI,BANK_A,BANK_B
TXN007869,2026-09-14 12:26:24,ACC01690,ACC02275,30602.48,UPI,BANK_B,BANK_B
TXN007870,2026-09-04 12:48:48,ACC01167,ACC00938,49560.73,UPI,BANK_A,BANK_A
TXN007871,2026-08-29 12:04:13,ACC00073,ACC01600,6647.22,CASH,BANK_B,BANK_A
TXN007872,2026-09-09 09:54:07,ACC02061,ACC01034,45474.38,IMPS,BANK_A,BANK_A
TXN007873,2026-08-25 10:53:59,ACC02468,ACC01383,1543.87,UPI,BANK_B,BANK_B
TXN007874,2026-08-20 21:58:19,ACC01517,ACC02094,35379.34,IMPS,BANK_A,BANK_A
TXN007875,2026-09-15 11:54:45,ACC02323,ACC02470,9839.39,IMPS,BANK_A,BANK_A
TXN007876,2026-09-15 18:15:47,ACC00278,ACC01632,3929.15,UPI,BANK_A,BANK_B
TXN007877,2026-08-29 15:16:19,ACC02239,ACC00852,4208.45,UPI,BANK_B,BANK_B
TXN007878,2026-09-15 17:53:29,ACC00342,ACC02266,3912.86,UPI,BANK_B,BANK_A
TXN007879,2026-08-26 18:53:00,ACC01725,ACC02181,14916.14,CASH,BANK_A,BANK_A
TXN007880,2026-08-23 18:03:17,ACC02441,ACC00159,24241.75,UPI,BANK_A,BANK_A
TXN007881,2026-09-09 09:44:36,ACC01716,ACC02257,45686.27,UPI,BANK_B,BANK_A
TXN007882,2026-09-15 19:07:44,ACC00183,ACC00223,6084.8,IMPS,BANK_A,BANK_B
TXN007883,2026-09-09 14:43:49,ACC01831,ACC01308,13503.78,IMPS,BANK_A,BANK_B
TXN007884,2026-08-21 11:28:33,ACC01690,ACC01071,1540.33,CASH,BANK_B,BANK_A
TXN007885,2026-09-06 10:53:02,ACC00309,ACC02231,43249.06,UPI,BANK_A,BANK_A
TXN007886,2026-08-20 12:24:46,ACC01401,ACC01398,1181.22,UPI,BANK_B,BANK_B
TXN007887,2026-09-14 22:06:20,ACC02033,ACC02006,31541.59,UPI,BANK_B,BANK_B
TXN007888,2026-09-14 07:57:07,ACC00608,ACC01300,2442.9,CASH,BANK_A,BANK_A
TXN007889,2026-09-11 18:19:45,ACC00671,ACC01019,8932.58,CASH,BANK_A,BANK_B
TXN007890,2026-09-14 11:59:01,ACC02471,ACC00968,10717.98,IMPS,BANK_A,BANK_A
TXN007891,2026-08-21 17:36:17,ACC00824,ACC00367,25338.72,IMPS,BANK_B,BANK_B
TXN007892,2026-09-01 09:14:07,ACC00210,ACC01908,8762.24,IMPS,BANK_A,BANK_B
TXN007893,2026-08-25 12:08:15,ACC00186,ACC02344,37715.74,UPI,BANK_B,BANK_A
TXN007894,2026-09-13 12:17:56,ACC01140,ACC01367,411.49,IMPS,BANK_B,BANK_A
TXN007895,2026-08-31 16:49:09,ACC02229,ACC00283,8685.74,UPI,BANK_A,BANK_B
TXN007896,2026-08-27 04:11:01,ACC00883,ACC02471,7695.15,UPI,BANK_A,BANK_A
TXN007897,2026-08-21 10:43:31,ACC00034,ACC00991,7491.24,IMPS,BANK_A,BANK_A
TXN007898,2026-08-22 23:06:19,ACC02292,ACC01784,1811.98,UPI,BANK_B,BANK_A
TXN007899,2026-08-18 11:29:17,ACC02455,ACC02280,2590.52,CASH,BANK_A,BANK_B
TXN007900,2026-09-15 00:24:19,ACC01332,ACC01143,5878.55,UPI,BANK_B,BANK_A
TXN007901,2026-09-13 17:08:47,ACC01134,ACC01251,14922.52,IMPS,BANK_B,BANK_B
TXN007902,2026-09-14 16:55:53,ACC00204,ACC01014,8035.78,UPI,BANK_A,BANK_A
TXN007903,2026-09-16 09:10:41,ACC00968,ACC02455,29731.24,UPI,BANK_A,BANK_A
TXN007904,2026-09-05 16:03:38,ACC02279,ACC01368,22041.6,IMPS,BANK_A,BANK_A
TXN007905,2026-09-09 15:26:07,ACC00946,ACC02060,11358.71,UPI,BANK_B,BANK_B
TXN007906,2026-09-15 12:27:05,ACC02196,ACC00775,9213.19,UPI,BANK_A,BANK_A
TXN007907,2026-08-26 14:58:52,ACC00079,ACC00132,31676.83,IMPS,BANK_A,BANK_B
TXN007908,2026-09-06 16:55:25,ACC01199,ACC00808,6975.53,UPI,BANK_B,BANK_B
TXN007909,2026-09-02 10:59:04,ACC01724,ACC01784,327.96,NEFT,BANK_A,BANK_A
TXN007910,2026-08-22 17:23:02,ACC01864,ACC00892,13063.82,CASH,BANK_A,BANK_B
TXN007911,2026-08-22 09:27:24,ACC02068,ACC01922,10425.29,CASH,BANK_B,BANK_A
TXN007912,2026-09-02 18:28:08,ACC01869,ACC01133,7989.48,IMPS,BANK_B,BANK_B
TXN007913,2026-08-24 12:21:29,ACC02287,ACC00607,2251.73,IMPS,BANK_A,BANK_B
TXN007914,2026-09-12 13:30:28,ACC01008,ACC01121,11081.26,UPI,BANK_A,BANK_A
TXN007915,2026-08-27 19:16:28,ACC00322,ACC00966,23230.3,UPI,BANK_B,BANK_A
TXN007916,2026-09-09 18:12:38,ACC01372,ACC01858,886.58,NEFT,BANK_A,BANK_A
TXN007917,2026-08-28 15:17:23,ACC00135,ACC02412,8986.8,IMPS,BANK_B,BANK_A
TXN007918,2026-09-06 14:18:13,ACC00055,ACC02242,31784.11,UPI,BANK_B,BANK_B
TXN007919,2026-08-31 00:48:38,ACC00883,ACC02453,4301.09,CASH,BANK_A,BANK_A
TXN007920,2026-09-05 18:00:29,ACC00372,ACC02013,5272.62,IMPS,BANK_A,BANK_A
TXN007921,2026-08-29 04:44:33,ACC01135,ACC02053,2284.67,NEFT,BANK_A,BANK_A
TXN007922,2026-09-15 13:39:32,ACC00872,ACC01138,39578.38,NEFT,BANK_B,BANK_A
TXN007923,2026-09-14 14:16:59,ACC00884,ACC00931,4280.34,UPI,BANK_A,BANK_A
TXN007924,2026-08-22 10:32:50,ACC00790,ACC00843,4521.05,NEFT,BANK_A,BANK_A
TXN007925,2026-08-23 10:12:17,ACC01374,ACC02408,1261.93,UPI,BANK_A,BANK_B
TXN007926,2026-09-07 15:27:56,ACC01264,ACC02025,9313.78,IMPS,BANK_A,BANK_B
TXN007927,2026-08-20 19:11:13,ACC01288,ACC01226,13410.3,UPI,BANK_B,BANK_A
TXN007928,2026-08-19 19:17:28,ACC01844,ACC00074,25043.63,UPI,BANK_B,BANK_B
TXN007929,2026-09-01 14:54:49,ACC01559,ACC00035,49036.71,IMPS,BANK_A,BANK_A
TXN007930,2026-08-31 17:23:36,ACC02429,ACC02076,15707.28,IMPS,BANK_B,BANK_B
TXN007931,2026-09-12 14:52:52,ACC00166,ACC01013,39702.59,IMPS,BANK_B,BANK_A
TXN007932,2026-08-18 21:19:32,ACC00215,ACC02272,13707.72,CASH,BANK_A,BANK_A
TXN007933,2026-08-21 11:57:40,ACC00273,ACC00581,6617.16,UPI,BANK_B,BANK_A
TXN007934,2026-09-13 17:13:14,ACC00218,ACC01989,3446.87,UPI,BANK_B,BANK_B
TXN007935,2026-08-20 13:16:22,ACC01533,ACC01903,4464.65,IMPS,BANK_B,BANK_B
TXN007936,2026-09-16 19:33:12,ACC02327,ACC00949,2726.42,CASH,BANK_B,BANK_A
TXN007937,2026-09-11 16:09:15,ACC02283,ACC00633,1683.97,UPI,BANK_B,BANK_A
TXN007938,2026-09-15 12:08:30,ACC00480,ACC02177,46773.07,UPI,BANK_B,BANK_A
TXN007939,2026-08-29 22:08:56,ACC00134,ACC00553,2715.86,NEFT,BANK_B,BANK_A
TXN007940,2026-08-23 09:07:29,ACC01407,ACC01713,7721.78,CASH,BANK_A,BANK_B
TXN007941,2026-09-11 03:42:39,ACC00032,ACC01143,12280.22,CASH,BANK_B,BANK_A
TXN007942,2026-09-01 14:38:31,ACC00391,ACC01634,27380.19,IMPS,BANK_B,BANK_B
TXN007943,2026-09-11 13:25:11,ACC01477,ACC00556,9791.45,CASH,BANK_A,BANK_A
TXN007944,2026-09-03 23:54:52,ACC02215,ACC00506,12847.26,CASH,BANK_B,BANK_B
TXN007945,2026-08-28 13:52:32,ACC01967,ACC01097,9244.62,IMPS,BANK_A,BANK_A
TXN007946,2026-09-13 12:33:31,ACC01518,ACC00261,33048.86,UPI,BANK_A,BANK_A
TXN007947,2026-08-26 15:19:19,ACC00579,ACC01151,14199.22,IMPS,BANK_A,BANK_B
TXN007948,2026-09-13 12:13:40,ACC01574,ACC00949,4780.49,UPI,BANK_B,BANK_A
TXN007949,2026-09-08 12:14:05,ACC02420,ACC02085,7440.81,UPI,BANK_A,BANK_B
TXN007950,2026-08-27 13:21:45,ACC02103,ACC01379,40907.69,NEFT,BANK_A,BANK_A
TXN007951,2026-09-07 10:10:15,ACC00219,ACC00863,1394.99,UPI,BANK_A,BANK_A
TXN007952,2026-09-13 08:15:53,ACC00910,ACC00689,10962.23,UPI,BANK_A,BANK_A
TXN007953,2026-09-05 16:47:06,ACC01783,ACC01587,6388.03,UPI,BANK_A,BANK_B
TXN007954,2026-08-25 15:08:37,ACC00102,ACC01471,3225.63,IMPS,BANK_A,BANK_B
TXN007955,2026-09-05 12:57:24,ACC00793,ACC01410,11402.32,UPI,BANK_A,BANK_A
TXN007956,2026-08-31 09:25:19,ACC01538,ACC01581,11391.23,CASH,BANK_B,BANK_B
TXN007957,2026-09-15 10:52:02,ACC00111,ACC01580,17036.32,IMPS,BANK_B,BANK_B
TXN007958,2026-09-11 16:08:19,ACC01455,ACC01307,6057.59,CASH,BANK_A,BANK_A
TXN007959,2026-09-02 18:17:37,ACC00087,ACC01701,5473.2,UPI,BANK_B,BANK_B
TXN007960,2026-08-28 15:46:29,ACC00012,ACC01539,24206.86,UPI,BANK_B,BANK_B
TXN007961,2026-08-22 04:58:14,ACC02362,ACC01509,7479.08,CASH,BANK_B,BANK_B
TXN007962,2026-08-31 20:05:20,ACC00416,ACC01028,13808.65,CASH,BANK_A,BANK_A
TXN007963,2026-09-05 10:01:18,ACC01065,ACC02299,48607.84,IMPS,BANK_B,BANK_A
TXN007964,2026-09-15 14:07:52,ACC00008,ACC01853,4147.1,UPI,BANK_B,BANK_B
TXN007965,2026-08-29 17:17:17,ACC00279,ACC00929,42089.92,UPI,BANK_B,BANK_B
TXN007966,2026-08-20 11:52:49,ACC00955,ACC00450,14988.51,UPI,BANK_B,BANK_B
TXN007967,2026-08-25 09:21:18,ACC00177,ACC01319,755.36,NEFT,BANK_B,BANK_B
TXN007968,2026-09-14 02:20:49,ACC01402,ACC02353,31630.32,NEFT,BANK_B,BANK_A
TXN007969,2026-09-13 05:44:02,ACC02333,ACC00082,76232.13,IMPS,BANK_B,BANK_A
TXN007970,2026-09-06 10:52:12,ACC01196,ACC01921,14168.34,CASH,BANK_A,BANK_A
TXN007971,2026-08-18 17:48:04,ACC02249,ACC00696,46418.01,IMPS,BANK_B,BANK_A
TXN007972,2026-08-19 15:00:14,ACC01694,ACC01332,40301.16,IMPS,BANK_A,BANK_B
TXN007973,2026-08-25 09:07:16,ACC00253,ACC01547,2807.44,NEFT,BANK_B,BANK_A
TXN007974,2026-08-25 11:15:28,ACC02492,ACC00090,719.98,UPI,BANK_B,BANK_A
TXN007975,2026-08-29 07:53:35,ACC01023,ACC00247,10559.94,UPI,BANK_A,BANK_A
TXN007976,2026-09-02 11:43:58,ACC00772,ACC00119,34747.54,UPI,BANK_A,BANK_B
TXN007977,2026-09-15 15:09:59,ACC01169,ACC01190,12814.19,CASH,BANK_A,BANK_A
TXN007978,2026-08-20 18:10:45,ACC01082,ACC01024,22546.25,UPI,BANK_B,BANK_A
TXN007979,2026-09-01 12:35:09,ACC01667,ACC01947,2884.37,UPI,BANK_A,BANK_B
TXN007980,2026-09-09 11:36:22,ACC00310,ACC01636,28267.87,UPI,BANK_B,BANK_A
TXN007981,2026-08-20 02:35:24,ACC01292,ACC01550,5242.87,IMPS,BANK_A,BANK_A
TXN007982,2026-09-10 17:33:39,ACC01719,ACC00856,60003.37,IMPS,BANK_A,BANK_A
TXN007983,2026-08-18 10:35:34,ACC02028,ACC02437,14289.03,UPI,BANK_A,BANK_A
TXN007984,2026-08-27 17:57:55,ACC00344,ACC00661,10879.97,CASH,BANK_A,BANK_B
TXN007985,2026-08-31 02:17:28,ACC02379,ACC00835,1413.16,NEFT,BANK_A,BANK_A
TXN007986,2026-08-29 12:55:47,ACC00066,ACC02387,9014.55,UPI,BANK_A,BANK_A
TXN007987,2026-08-18 18:39:59,ACC01634,ACC00843,2678.83,NEFT,BANK_B,BANK_A
TXN007988,2026-08-30 17:33:50,ACC01322,ACC02297,4615.04,UPI,BANK_A,BANK_A
TXN007989,2026-09-07 04:35:10,ACC01716,ACC01627,9422.16,IMPS,BANK_B,BANK_A
TXN007990,2026-08-29 09:02:23,ACC01306,ACC01584,9014.38,UPI,BANK_A,BANK_B
TXN007991,2026-09-11 00:33:37,ACC01420,ACC02149,13517.31,UPI,BANK_A,BANK_B
TXN007992,2026-09-01 14:32:43,ACC00907,ACC00448,2896.02,IMPS,BANK_B,BANK_A
TXN007993,2026-09-08 15:21:45,ACC01631,ACC01044,6435.94,IMPS,BANK_A,BANK_B
TXN007994,2026-09-01 23:54:58,ACC00494,ACC01670,5637.5,UPI,BANK_B,BANK_A
TXN007995,2026-09-01 13:51:12,ACC02493,ACC00254,1591.06,UPI,BANK_B,BANK_B
TXN007996,2026-08-23 12:52:10,ACC00344,ACC01116,45840.35,IMPS,BANK_A,BANK_A
TXN007997,2026-08-21 15:32:25,ACC00068,ACC01150,2762.37,NEFT,BANK_A,BANK_A
TXN007998,2026-08-26 09:01:45,ACC00741,ACC02085,4030.39,IMPS,BANK_A,BANK_B
TXN007999,2026-08-19 17:16:27,ACC00366,ACC01966,1723.19,NEFT,BANK_B,BANK_A
TXN008000,2026-09-04 11:11:01,ACC01106,ACC02109,6934.49,CASH,BANK_A,BANK_A
TXN008001,2026-09-12 12:27:13,ACC01644,ACC00640,4076.98,UPI,BANK_A,BANK_A
TXN008002,2026-09-09 14:45:41,ACC02357,ACC01899,9234.38,UPI,BANK_A,BANK_A
TXN008003,2026-09-05 15:57:49,ACC01061,ACC00712,48931.96,IMPS,BANK_B,BANK_B
TXN008004,2026-08-24 07:41:43,ACC02218,ACC00836,37537.57,IMPS,BANK_B,BANK_A
TXN008005,2026-08-21 13:12:45,ACC00869,ACC00725,12814.73,IMPS,BANK_B,BANK_A
TXN008006,2026-09-02 11:16:30,ACC00513,ACC00039,32758.13,IMPS,BANK_B,BANK_B
TXN008007,2026-09-14 11:56:29,ACC01788,ACC02304,13774.76,CASH,BANK_A,BANK_A
TXN008008,2026-09-14 18:56:08,ACC00659,ACC00877,2230.21,CASH,BANK_B,BANK_A
TXN008009,2026-09-07 13:06:24,ACC02302,ACC01291,12765.89,CASH,BANK_B,BANK_A
TXN008010,2026-08-30 14:19:09,ACC00084,ACC01584,5109.92,IMPS,BANK_A,BANK_B
TXN008011,2026-09-16 16:52:22,ACC01114,ACC02431,10869.95,CASH,BANK_B,BANK_B
TXN008012,2026-08-19 14:33:17,ACC00732,ACC01080,9636.43,UPI,BANK_A,BANK_B
TXN008013,2026-09-13 11:46:40,ACC02411,ACC02071,15847.89,IMPS,BANK_B,BANK_B
TXN008014,2026-09-02 07:26:45,ACC01513,ACC00506,1097.37,UPI,BANK_B,BANK_B
TXN008015,2026-08-26 18:21:00,ACC02335,ACC00185,5001.19,UPI,BANK_A,BANK_A
TXN008016,2026-08-28 12:49:01,ACC00470,ACC00877,3651.1,CASH,BANK_B,BANK_A
TXN008017,2026-09-05 13:08:14,ACC00114,ACC01897,750.93,CASH,BANK_B,BANK_B
TXN008018,2026-09-12 23:41:08,ACC00568,ACC02331,7337.66,IMPS,BANK_A,BANK_B
TXN008019,2026-09-02 15:33:00,ACC00948,ACC00302,3041.86,UPI,BANK_B,BANK_A
TXN008020,2026-09-11 11:09:28,ACC02265,ACC01744,13319.69,UPI,BANK_A,BANK_B
TXN008021,2026-08-26 11:53:15,ACC02072,ACC00921,37557.25,UPI,BANK_A,BANK_B
TXN008022,2026-09-09 14:10:30,ACC00303,ACC00685,8176.05,IMPS,BANK_A,BANK_A
TXN008023,2026-09-05 17:03:08,ACC00308,ACC01156,8899.68,UPI,BANK_B,BANK_A
TXN008024,2026-09-02 17:44:55,ACC00366,ACC00537,407.15,UPI,BANK_B,BANK_B
TXN008025,2026-09-03 17:43:22,ACC01172,ACC02003,604.24,UPI,BANK_A,BANK_B
TXN008026,2026-09-09 11:51:30,ACC02167,ACC02190,14855.42,UPI,BANK_B,BANK_A
TXN008027,2026-08-20 09:05:42,ACC00896,ACC00854,26195.98,IMPS,BANK_B,BANK_A
TXN008028,2026-09-07 01:50:38,ACC01956,ACC01885,1149.38,CASH,BANK_A,BANK_A
TXN008029,2026-08-28 23:47:08,ACC00701,ACC02407,4227.55,UPI,BANK_A,BANK_A
TXN008030,2026-09-11 12:23:30,ACC00127,ACC00142,17360.26,UPI,BANK_B,BANK_B
TXN008031,2026-08-31 15:46:44,ACC02011,ACC01352,10424.09,CASH,BANK_B,BANK_B
TXN008032,2026-09-09 11:23:30,ACC00228,ACC00922,9769.98,UPI,BANK_A,BANK_B
TXN008033,2026-09-12 18:58:10,ACC02122,ACC00052,1044.17,IMPS,BANK_A,BANK_A
TXN008034,2026-09-16 12:26:08,ACC01904,ACC00281,4353.13,CASH,BANK_B,BANK_B
TXN008035,2026-09-02 17:17:25,ACC00115,ACC02274,601.21,NEFT,BANK_A,BANK_A
TXN008036,2026-08-21 10:03:13,ACC01309,ACC02121,3348.62,NEFT,BANK_B,BANK_B
TXN008037,2026-09-16 17:22:24,ACC00587,ACC00169,2829.73,IMPS,BANK_A,BANK_B
TXN008038,2026-09-11 00:08:08,ACC00316,ACC01405,2034.16,NEFT,BANK_A,BANK_A
TXN008039,2026-08-19 10:30:18,ACC01780,ACC02270,4612.76,UPI,BANK_A,BANK_A
TXN008040,2026-08-24 16:05:06,ACC00466,ACC02354,24017.8,UPI,BANK_A,BANK_A
TXN008041,2026-09-01 11:14:52,ACC02040,ACC02010,7989.14,IMPS,BANK_A,BANK_A
TXN008042,2026-08-26 10:26:24,ACC00484,ACC00674,2677.76,IMPS,BANK_B,BANK_B
TXN008043,2026-08-27 09:15:26,ACC00294,ACC02088,104074.26,IMPS,BANK_A,BANK_B
TXN008044,2026-09-13 15:48:46,ACC00233,ACC00542,33162.35,UPI,BANK_B,BANK_A
TXN008045,2026-09-09 02:49:59,ACC02381,ACC01120,28542.0,IMPS,BANK_A,BANK_A
TXN008046,2026-09-11 17:28:59,ACC02061,ACC00987,2312.78,NEFT,BANK_A,BANK_B
TXN008047,2026-09-02 10:43:38,ACC01023,ACC01030,8156.92,IMPS,BANK_A,BANK_B
TXN008048,2026-09-01 16:27:52,ACC00675,ACC02091,11527.35,UPI,BANK_B,BANK_B
TXN008049,2026-08-26 11:30:18,ACC02108,ACC02462,10026.81,UPI,BANK_B,BANK_B
TXN008050,2026-09-11 16:46:56,ACC01309,ACC00922,3911.69,CASH,BANK_B,BANK_B
TXN008051,2026-08-18 13:57:14,ACC00947,ACC00950,112772.66,NEFT,BANK_B,BANK_A
TXN008052,2026-08-31 18:27:15,ACC00093,ACC00539,6482.02,CASH,BANK_A,BANK_A
TXN008053,2026-08-21 14:08:14,ACC01569,ACC01208,4888.05,IMPS,BANK_A,BANK_B
